tweet_id,created_at,text,user_id,klout_score
591389357950513152,2015-04-23 23:53:05,My head and throat hurts every time I cough Going to sleep wit my babys,2620924606,32
591446652369690624,2015-04-24 03:40:45,Rinne chose not to sell that.  Unlike SOME goalies.  *cough* luongo,1631541542,43
591576017954811904,2015-04-24 12:14:48,"- Fever or illness more than 3 weeks, gingival bleeding, bone or joint pain, signs of autoimmune disease, order CBC and ANA, ESR, RF",3130038929,34
591639840548122624,2015-04-24 16:28:24,"in bed with a fever day two, time for a Greys Marathon",81882345,28
591665843035078656,2015-04-24 18:11:44,@shireneaintshit your costume slays my entire life omg I'm in love!!! You just gave me carnival fever,197223039,59
591679235653251072,2015-04-24 19:04:57,Cough... the beer cart better not forget the #HR department this time! #ctctlife http://t.co/kYAZwZncTb,623816488,45
591688218086510593,2015-04-24 19:40:38,"I think there are too many ppl in the world, we need the bird flu back",23030523,35
591787024362938368,2015-04-25 02:13:16,@DeborahNorville mets fever.  It's like it's 1986 all over again,2845887860,25
591858845766529024,2015-04-25 06:58:39,I really have baby fever like a mofo,171568611,40
591877948937871360,2015-04-25 08:14:34,Fever and shivers :)))),110795563,37
592009503979151360,2015-04-25 16:57:19,#Spring go is taking it slow and there's nothing wrong with that *cough*prude*cough*,46275948,30
592009812193505280,2015-04-25 16:58:32,"This gripe says it all:""Focus on data without really analyzing and understanding it"". It's about insights not data. https://t.co/FQHM6RZNhS",15413301,61
592018995638833153,2015-04-25 17:35:02,"Finally back to work after being out for almost 2 weeks, lil cough though. #Flu B",108949746,42
592155785192448004,2015-04-26 02:38:35,This flu is really killing my vibes !,192067968,33
592197035207581697,2015-04-26 05:22:30,"Runny nose woke me up, then my sneeze woke Matt up. Yeah, good night's rest so far.",15421743,36
592227670127030273,2015-04-26 07:24:14,This sore throat is no joke  #sendhelp,2783115258,42
592322945185423360,2015-04-26 13:42:49,Hate having a runny nose,368679879,42
592345662118821889,2015-04-26 15:13:05,This cough got me dying,297639594,41
592371969309450241,2015-04-26 16:57:37,@sarahbellum__ @sarahbellum__ *cough cough* w1n5st0n from class,235773183,38
592386413003284480,2015-04-26 17:55:01,Nothing will throw a wrench in your work out schedule quite like the flu,192067968,33
592513333519060992,2015-04-27 02:19:21,I think having the flu is a quick slip into depression,28713598,37
592635552303882240,2015-04-27 10:25:00,"number of stools may vary from 1 or 2 to 20 or 30 per day diarrhea, sometimes bloody; mild abdominal pain in the left iliac fossa; fever",3130038929,34
592635789307224064,2015-04-27 10:25:57,"in fulminating disease the presentation may be of abdominal distension, catastrophic diarrhoea, fever and collapse",3130038929,34
592726687042920449,2015-04-27 16:27:09,"Flu stinks but Orange leaf for lunch is great#sickday#flu @ Orange Leaf Salem, MA https://t.co/0c6SeUtMz8",93514374,24
592870127936401408,2015-04-28 01:57:08,": #theDevilWearsPrada  ""I'm one stomach flu away from my goal weight""  **relevant @ Boca Studios https://t.co/LClmPuunwK",833692086,28
592873771364720640,2015-04-28 02:11:36,But really I want Taco Bell after babysitting.... I need a co-pilot *cough* @aoppman *cough*,168931298,22
592971884641296384,2015-04-28 08:41:28,"Called in sick again, I hate coughing all night and then having a fever fuck up it up even more.",173719889,41
592996455859781632,2015-04-28 10:19:07,Got a runny nose,442477496,38
593015519315435520,2015-04-28 11:34:52,On my way! To the hospital with my son running a high fever,2568037688,29
593024054652723200,2015-04-28 12:08:47,"common features in active disease are lassitude, anorexia, malaise, and fever. .",3130038929,36
593026882397962240,2015-04-28 12:20:01,"monitoring disease activity. clinical - active disease may present with anorexia, malaise, fever, weight loss and tachycardia.",3130038929,36
593107444387213313,2015-04-28 17:40:08,When you don't come to school cough cough .. junkie @leticeex0x,98005721,45
593201108492918785,2015-04-28 23:52:20,Peep me creeping outside the Ecumenical center so I can cough my brains out without disturbing the concert,900430790,28
593211051224735744,2015-04-29 00:31:50,"Thank you for the concern, so far my blood pressure and heart rate has improved. Other symptoms like rash &amp; fever have not. I'll be fine. [?]",2498035389,44
593252625505738752,2015-04-29 03:17:02,@Rach_Ryz somebody is getting fired. But appreciate the attempt. At least some accounts try *cough Bruins twitter*,29458785,41
593361950043582464,2015-04-29 10:31:27,Poultry owners warned of bird flu potential: Poultry owners are being warned that the bird flu could be coming to... http://t.co/IVLXrwn4Vq,70291924,45
593419214742024192,2015-04-29 14:19:00,"@BrutalArsenal *cough porto &amp; Inter *cough and i hate Mou, but credit where credit is due",127382759,60
593423216087019521,2015-04-29 14:34:54,Have a fever had to leave school and today we had art and I can't go to school tomorrow and we have music,3097463171,26
593426561153507328,2015-04-29 14:48:12,@Zach_Burnes40 flu like symptoms effecting your spelling?,286949556,34
593522595900731392,2015-04-29 21:09:48,"Good on the Police for rhyming ""shake and cough"" with Nabokov.",1383159421,23
593551546979328000,2015-04-29 23:04:51,@DebFilcman @jukebox65 (cough) sick day (cough),25435188,54
593603883370446849,2015-04-30 02:32:49,I think I'm running a fever,173341951,27
593763933460307968,2015-04-30 13:08:47,Basic virology lesson from doctor ends by telling me I am made of stardust. Almost makes up for having influenza,2955307812,31
593805202228150273,2015-04-30 15:52:47,"From headaches to backache to cramps to fever, all I can is I'm a freaking strong woman. #ImUpAndFeelingBetter",167525306,37
593818763591610369,2015-04-30 16:46:40,Sore throat sickness for the show tonight fuck me.,30316008,27
593830259964956673,2015-04-30 17:32:21,Just want this cough to go away,311616824,37
593928499624312832,2015-05-01 00:02:43,But drinking cough syrup when you didn't have a cough is ironic because in reality youre sicker than you thought.,215831419,30
593965451086065664,2015-05-01 02:29:33,what does it mean when i think a penis would be better off in a Venus flu trap,46313001,35
594109198742466562,2015-05-01 12:00:45,"@DirtyKeynes that's fantastic. ""...a 40-minute fever delusion of fisting, imperfect racial relations, and slow pastry service.""",18067952,27
594324987420528641,2015-05-02 02:18:13,Call me Tarzan cause I got Jungle Fever .,323048093,23
594342918334357504,2015-05-02 03:29:28,my whole family is convinced I have allergies bc of 1 day of a sore throat and sneezing #actuallyimjustsick #irefusetobelieveihaveallergies,426084826,41
594531276553588737,2015-05-02 15:57:56,"*cough cough* correction, how I will be in 10 years. https://t.co/RagzlWoa8C",61842699,33
594550648013742081,2015-05-02 17:14:55,Que se me hace que ahorita que regrese  a Guate segura gripe! #MeCagaElCoche,222243647,31
594563252081840128,2015-05-02 18:05:00,@idcCailyn (cough) @fraktureuk,1618741752,56
594678958060371968,2015-05-03 01:44:46,Definitely overdid it today. The cough and headache are back. Damn Pneumonia.,41909890,36
594679143419228160,2015-05-03 01:45:31,@bwreilly12 *cough* *cough*  https://t.co/vOGDMUnWVW,187605561,28
594703910520107008,2015-05-03 03:23:55,"@nicolembrown04 I missed you too! I was dying from a migraine &amp; fever when I got home from school, couldn't get out of my bed",251425156,24
594704510607609856,2015-05-03 03:26:19,"@nicolembrown04 much, but I have bad headaches coming and going but I don't have my fever anymore which is really good thurs was a shit day",251425156,24
594884322919903232,2015-05-03 15:20:49,"Old asian guys who power walk down the street wearing bird flu masks , khaki cargos and their hands behind their back",2783180457,34
594902287237181440,2015-05-03 16:32:12,Bringing his fever down with a lil [?][?]and #rivercourage #suburbansunday @ Nonnie and Pappa's https://t.co/x2KNE4cqDv,719141085,17
594945903586344961,2015-05-03 19:25:31,@AirlineFlyer boring is GREAT compared to some airports (cough cough LGA COUGH),60486041,16
595060685878484993,2015-05-04 03:01:37,Fever and chills!,27430673,24
595229841336721408,2015-05-04 14:13:47,Monday w/ chronic sinus &amp; sore throat AGAIN!! &amp; working... Gotta get this $$ tho... Shouldn't have taken Friday off haha,254862906,23
595260931774488576,2015-05-04 16:17:20,"Finals week is going really well, especially having a fever the entire duration of study period. #awesomeee",1398243060,33
595290040307060736,2015-05-04 18:13:00,Lol I'm at work with the flu everybody come by,155538420,33
595296467230859264,2015-05-04 18:38:32,Buy 'Fever' by Kylie Minogue instead.,228569887,54
595297172792348673,2015-05-04 18:41:20,From Fever Cure to Coma Therapy: Psychiatric Treatments Through Time http://t.co/UdYOP4Ebo1 http://t.co/aFOfCjjj87,17501013,38
595334839785652225,2015-05-04 21:11:01,"@mirka101200 @martinhume @CDCgov Most of the vaccines are ineffective after six months if effective at all. The flu shot, forget about it!",40271429,44
595335096787456000,2015-05-04 21:12:02,@BostonGlobeNIE #geography quiz: Iowa declares a state of emergency over bird flu. Where is #Iowa? http://t.co/mqjL881E6E,1653261062,30
595382489079775233,2015-05-05 00:20:21,I got a fever. #sufjan @ Wang Theatre https://t.co/Q2PLB6xG4K,3730171,46
595385610032001025,2015-05-05 00:32:45,This cough will not let me rest!,263950528,28
595405781610012673,2015-05-05 01:52:55,I'm having a cough attack and Jill just shushed me... like excuse me bitch whaaaaaatt,478904486,33
595407462171353088,2015-05-05 01:59:35,"Day 4 of fever = brain fried (literally, fried) ha ha ha",1398243060,33
595411038729871363,2015-05-05 02:13:48,Doc Rivers has a sore throat 24/7,240022476,34
595415230328504321,2015-05-05 02:30:27,I'm so sick  You already know  I have a low fever  And I even have strep throat  I'm so sick  Also got a cold  And my head is bout to  BLOOW,3097463171,28
595447988794830848,2015-05-05 04:40:38,"""Mein Cough"" by Hitler. #DumbDownABook @midnight",109076777,42
595548052833837057,2015-05-05 11:18:15,"I will never make fun of Teresa anymore for always having a runny nose, this shits awful",1460873593,44
595573522967179265,2015-05-05 12:59:27,I came to work with my fever and nobody wants to be near me so I get to leave at 10 :-),155538420,33
595613856895995904,2015-05-05 15:39:44,@rymoji buy 'Fever' by Kylie Minogue instead.,228569887,54
595649316749979648,2015-05-05 18:00:38,Does anyone else remember that weird Angela Anaconda thing that got packaged with the first Digimon OVA or was that a fever dream I had?,53820196,31
595671534838099969,2015-05-05 19:28:55,"*Proceeds to cough on you ""@Boobish_: Why the fuck is everyone coughing on me today . Cover your mouth man""",273114931,40
595704113880559616,2015-05-05 21:38:23,"Turkey farmer hit by bird flu sees emotional, financial toll: Lifelong turkey farmer Greg Langmo knew as soon as... http://t.co/ixMww7gXx2",70291924,46
595750229917458433,2015-05-06 00:41:37,If I have fever.... I'm squaring up with Mother Nature.... I don't deserve this.,872826751,24
595769454136598528,2015-05-06 01:58:01,This cough needs to go,248856318,29
595783136358838274,2015-05-06 02:52:23,Tonight's shitty ass calls for a fat fuckin dab idc if I die while I cough either,1281011610,36
595939375684411392,2015-05-06 13:13:13,@AmoriZep He's showing up.  The only gripe you can have with him is he's not finishing.,228601139,48
595941496173502464,2015-05-06 13:21:39,"@AmoriZep Your ""context"" needs rephrasing is all I'm saying. You can have a gripe with him not scoring, but you con't question his effort.",228601139,48
596004639381782529,2015-05-06 17:32:33,"When the spring fever hits, we flower. #springtime #blooms #florals #spring #office #cheer @... https://t.co/w2Ez5cHsnL",80072468,20
596024379479302144,2015-05-06 18:51:00,"@DrJenGunter @TorontoStar reminder, no aspirin if a fever comes about, that's a normal healthy immune response",76147467,53
596035655999819776,2015-05-06 19:35:48,"Did you know @dridus's face causes men and women, young and old to cough up blood on sight? #tweetstomakerosscry",96235840,42
596119946775666688,2015-05-07 01:10:45,I remember putting a cough drop in my mouth 20 min ago but I don't remember finishing it,342105297,38
596303279753142272,2015-05-07 13:19:15,When you try to hold in that cough,457244958,43
596311736996777985,2015-05-07 13:52:51,generalised pruritus anemia immune dysfunction B symptoms: - fever - night sweats - weight loss,3130038929,37
596355773183217665,2015-05-07 16:47:50,@OhMyCorgi you might want to give photo cred to @WallyWelshCorgi *cough*,310069024,52
596378395358920705,2015-05-07 18:17:44,when u get a fever during finals week as punishment for trying to be a fun person [?],284763822,34
596475892844605441,2015-05-08 00:45:09,when you have a fever... thanks @Tiffanyy_Li,2681387298,25
596523056807415808,2015-05-08 03:52:34,"Runny nose and everything, I came close to breaking another personal record! #winning http://t.co/2GuZALG4Ez",115460216,27
596568701635276800,2015-05-08 06:53:56,"(Can u tell I'm worrying that all I do is gripe/rant/whinge?) Other things I'm still loving: my PS4, Wii U, GTX970 &amp; Saitek X-55 HOTAS",1698721,49
596619831299964928,2015-05-08 10:17:07,"My shirt says ""run"", which is what I was trying to do, but I had to keep stopping to cough.   No pics... https://t.co/3wuVKvj24z",22832071,39
596633748663312386,2015-05-08 11:12:25,I'm like pretty sure I'm getting the stomach flu again,298596736,42
596641724740575232,2015-05-08 11:44:06,I really hope I don't have the stomach flu again but I feel the exact same way I did the first day,298596736,42
596678275751137280,2015-05-08 14:09:21,"asplenia with liability of overwhelming infection caused by pneumococcal, H. influenza infection and salmonella osteomyelitis.",3130038929,37
596678401542516736,2015-05-08 14:09:51,"4-Hyperhemolytic crisis: May be precipitated by bacterial infection and presented by anemia, jaundice and fever.",3130038929,37
596723041284935681,2015-05-08 17:07:14,@MovieCrypt @TheJoeLynch TI - why didn't you shoot @Adam_Fn_Green 's draft of Cabin Fever Two?,24252595,47
597001286911950849,2015-05-09 11:32:53,Stream crossing.  While trying not to cough and simultaneously pee my pants.... https://t.co/Ge4stghpkA,22832071,38
597030580681859072,2015-05-09 13:29:17,Cough cough SCHEME,248566734,33
597200057000136704,2015-05-10 00:42:43,Saturday Night Petzo Fever!! #scissorsandpie @ Newbury Street https://t.co/HKOVafM96z,1642669494,32
597218158185943040,2015-05-10 01:54:39,@Riva52 vai depender do esquema de jogo! Mas com certeza prefiro o flu mais ofensivo!,208697528,23
597513477180129280,2015-05-10 21:28:08,49 Adult Deaths Linked To Flu In New Hampshire This Season: New Hampshire's Department of Health and Human services... http://t.co/AP88iM8tRi,70291924,45
597560395738517504,2015-05-11 00:34:35,"@abisinacki i know, 2 years ago i was in victor Hugo fever and i read most of works. Love them all. toilers of the sea  my personal favorite",127382759,60
597562347281080320,2015-05-11 00:42:20,@abisinacki i always have smoked of fever with classics i was reading ruskin classics all winter Fyodor Dostoevsky  one of them,127382759,60
597713317495377920,2015-05-11 10:42:14,Record number of flu-related deaths in NH: New Hampshire had a record number of flu deaths this season.Forty-nine... http://t.co/K8nvEVX77o,70291924,45
597763315222249472,2015-05-11 14:00:54,Flu B kicked my A** for 4 weeks. Today 1st day of no cough ;),108949746,42
597786355725422593,2015-05-11 15:32:28,"No point of having 3 nurses if you can be on the verge of death And they still say ""well we can offer you cough drops and a pill""",1003030916,36
597816056607055872,2015-05-11 17:30:29,And this lady behind me cough sound like she's been smoking since she left the womb,1901713730,40
597825033491324929,2015-05-11 18:06:09,@BemaniCub cough dm me cough,922127706,48
597850838212726784,2015-05-11 19:48:42,"Even though some people *cough cough Prince * hate on my show, it will continue to succeed",124589991,34
597896261593858049,2015-05-11 22:49:11,Webinar by MIT Prof. Richard Larson: How to Prepare for Workforce Continuity in the Upcoming Flu Season! https://t.co/HUjcCrvD5P,83161395,48
597937649790386176,2015-05-12 01:33:39,"Look on the bright side, #Pats fans. The @NFL didn't force the #Patriots cough up two SIXTH-round draft picks. #DeflateGate",61101107,53
597974895226724352,2015-05-12 04:01:39,"@Joshcielny bro. last week i had Michael Jackson fever, he hardly have one bad song. the guy was a genius",127382759,60
598024398671577088,2015-05-12 07:18:22,"@Jeepgirl_4 I don't have a sore throat but I do have a dad that won't stop snore, text me, I'm in pain too.You know how much I like sleep",3079156298,29
598232476167884800,2015-05-12 21:05:11,IF I COUGH OR SNEEZE ONE MORE TIME,281816901,31
598257268820414464,2015-05-12 22:43:42,@morisy @caulkthewagon @joshua_eaton My main gripe now is how much they want to charge. They want $386.32 for this: https://t.co/HH4TwmNuen,18400972,62
598260776802062337,2015-05-12 22:57:38,Is your peace and being free of runny nose and inchy eyes,385212441,35
598289126450974720,2015-05-13 00:50:18,So I had the stomach flu yesterday....  Not gonna lie. Having Ebola did cross my mind.,42304184,35
598305814517002240,2015-05-13 01:56:36,Just got cough medicine poured down my throat cause I couldn't do it myself ....,970481064,41
598370443570061312,2015-05-13 06:13:25,"*cough*""trash""",2201167227,46
598467324195282945,2015-05-13 12:38:23,I'm dying. *cough cough*,628511093,33
598469602037866497,2015-05-13 12:47:26,So James Harden played with the FLU and everyone's talking about his triple-double? Infection control anyone? #CLIPPERSvsROCKETS,463395142,26
598490940433637376,2015-05-13 14:12:14,@ComedyTruth @siddneyxxx did i see what she kist posted cough cough BLAKE,2432167427,30
598514489315688448,2015-05-13 15:45:48,"basic reminder from Sohail: fever, leukocytosis, or elevated CRP within 24hr of device implant are closely associated with infx #HRS2015",5751162,55
598515773112524800,2015-05-13 15:50:54,@michaelFhurley Just another former Dolphin trying to be relevant again... (*cough*Shula*cough*),1674562280,43
598558024874237952,2015-05-13 18:38:48,Brazilian in USA for 7days shaking in court for kidnapping charge @Somerville daycare. Def atty says he has fever #wcvb,236928085,50
598593561739792384,2015-05-13 21:00:01,Cough cough Tyson Gay  https://t.co/LevnLMHehF,547015991,34
598599288978026496,2015-05-13 21:22:46,Everytime I cough I feel like my brain is going to fly right out of my head,1143198206,33
598636826266574849,2015-05-13 23:51:56,I legit think I'm gonna sprain my throat if I continue to cough &amp; sneeze like this,970481064,41
598650648972898304,2015-05-14 00:46:51,2 nights in a row Lisa poured cough medicine down my throat #crying,970481064,41
598791447182213120,2015-05-14 10:06:20,@SannizL @BlossyhillLynne @Vampiria @sexymaus63 @Heidik7388K @VignaMichela @TrappeTripel cough morning cough  Have a good day sis,2456021262,53
598818793993961472,2015-05-14 11:55:00,When spit gets stuck in your throat so you're cough like you're retarded,594197901,43
598866166489227264,2015-05-14 15:03:15,*cough*,17607479,25
599006204787044352,2015-05-15 00:19:42,"The problem with a hacking cough is you always hear the opening riff to ""Sweet Leaf"".  #BlackSabbath",1383159421,28
599026242311061504,2015-05-15 01:39:20,Ugh. The puppy fever is real &amp; bordering on desperation at this point.,231639475,44
599051080379572224,2015-05-15 03:18:02,AMEN *Cough* @Alamba_ stay true to ATL  https://t.co/ZsJLyG13ZH,357259372,34
599052688546996224,2015-05-15 03:24:25,*COUGH* @rondoformvp2k13  https://t.co/bU9w53hCpG,271685164,37
599244428428111872,2015-05-15 16:06:19,Tb to when Shane has a 71% Chance of having the flu http://t.co/7JawEQQL9L,2781329163,31
599333983265099776,2015-05-15 22:02:11,Chest anyone? Cough cough @DotSmallz92 cough cough,204379210,22
599361129085804544,2015-05-15 23:50:03,Probably shouldn't have taken that cough medicine now I'm exhausted,276748444,16
599361740716015616,2015-05-15 23:52:29,"While Christine is eating: ""this kinda tastes like phlegm when u cough it up and swallow it""",338753804,28
599371541042876417,2015-05-16 00:31:25,What are some home remedies for sore throat? My throat is burning,342880158,37
599400731276353536,2015-05-16 02:27:25,*cough cough* somebody get the holy water..... Ftisistsitsursurajra. https://t.co/4fwFNLozZx,2682666732,41
599449608478171137,2015-05-16 05:41:38,@ItsBossCharles no tale wale nan cough cough epi your mom and father blame me no thanks,58626175,37
599449805480407040,2015-05-16 05:42:25,"""@Rebelle_tease: @ItsBossCharles no tale wale nan cough cough epi your mom and father blame me no thanks"" you suck  I'll just go by myself",124589991,34
599661462328647680,2015-05-16 19:43:28,Getting a sore throat,604839012,30
599714271602302976,2015-05-16 23:13:19,@johnchidgey @jsnell Maybe it's because I'm so used to timely episodes? Evergreen content is few and far between.   *cough cough TI*,27712755,50
599804907726700544,2015-05-17 05:13:28,just chased my cough medicine with a 5 hour energy #pray4me,103390509,35
599950206508126208,2015-05-17 14:50:50,@Flannery32 whoever it was tell them I'll buy them a rack if they cough up those plates! #bortsmcgorts,257217152,38
599965029627260928,2015-05-17 15:49:44,"I took like 5 different kinds of medicine for this cough, but didn't think to take NyQuil. I take it last night, boom my cough is gone",92774905,35
599968572949942274,2015-05-17 16:03:49,*cough* get a case *cough* https://t.co/Xlzwa9TtTT,188535546,34
599972351598587904,2015-05-17 16:18:50,@mrsawesome143 here's one to use for the girls when they have a cough... Us too!  https://t.co/MKlAUqBoGS,570832283,21
599972361576816641,2015-05-17 16:18:52,Kids hated catching Saturday Night Fever - it always broke before Monday so no days off from school #Fake70sFacts @HashFakeFacts,51281928,39
600071474863562753,2015-05-17 22:52:43,@TVAmy --you're my eyes and ears!! In bed all day with a low fever. Working too hard.,286866798,19
600099200928509952,2015-05-18 00:42:53,@deray sounds like a union gripe. How can you hear exhaust and be from Waco?,814754,53
600102252544667648,2015-05-18 00:55:01,Pretty sure I have a fever . Why? I have no clue,298596736,43
600136818680528898,2015-05-18 03:12:22,@llammma ohhhhhhh llamas got that  drizzy fever,38494311,35
600227738763538432,2015-05-18 09:13:39,I got the fever for a pup! What's two?,235758402,31
600348101547847680,2015-05-18 17:11:55,"After 5 weeks respiratory flu kickin my ass, I'm finally back at the gym. It's white mountain hiking season. Gotta get my muscles ready",108949746,42
600399038823956481,2015-05-18 20:34:20,"Feeling like shit . It's flu season, pretty sure I got that's shit . Flu shots a waist of time .",298596736,43
600420882914283522,2015-05-18 22:01:08,Bird flu could cost nearly $1 billion in Minnesota and Iowa: Bird flu could cost nearly $1 billion in the economies... http://t.co/tkdxW0Woad,70291924,45
600428353292791809,2015-05-18 22:30:49,@5sosViaUpdates *cough cough* ...... I just felt like i needed to do this. So that i could continue with my life. XXX :),2682666732,41
600459893468954624,2015-05-19 00:36:09,As I was saying...........*cough*,77597966,42
600476199014551552,2015-05-19 01:40:56,The person doing the stream has had a cough for like 3 weeks like r u ok,1615882626,46
600711945524813824,2015-05-19 17:17:43,"@jsnell @MacSparky might the new keyboard (and future keyboards) be an ""old guy"" gripe that younger generations don't understand?",15926388,33
